Sender City,Receiving IP,Forwarding IP,Sender Timestamp,Receiver Timestamp,Forwarding Timestamp,Latency (ms),Processing Delay (ms),Dropped Packets,Filtered Packets
city4,192.168.1.11,192.168.1.6,1747938024098,1747938025376,1747938025382,1278,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024100,1747938025383,1747938025389,1283,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024102,1747938025390,1747938025396,1288,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024104,1747938025397,1747938025403,1293,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024106,1747938025403,1747938025410,1297,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024108,1747938025411,1747938025417,1303,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024110,1747938025417,1747938025423,1307,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024113,1747938025424,1747938025431,1311,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024115,1747938025431,1747938025437,1316,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024176,1747938025438,1747938025445,1262,7,28,0
city4,192.168.1.11,192.168.1.6,1747938024178,1747938025445,1747938025453,1267,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024181,1747938025453,1747938025460,1272,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024183,1747938025461,Filtered,1278,0,0,1
city4,192.168.1.11,192.168.1.6,1747938024185,1747938025461,1747938025469,1276,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024187,1747938025469,Filtered,1282,0,0,1
city4,192.168.1.11,192.168.1.6,1747938024189,1747938025469,1747938025477,1280,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024191,1747938025477,1747938025485,1286,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024193,1747938025485,1747938025493,1292,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024195,1747938025493,Filtered,1298,0,0,1
city4,192.168.1.11,192.168.1.6,1747938024197,1747938025494,1747938025501,1297,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024200,1747938025502,1747938025509,1302,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024202,1747938025509,1747938025516,1307,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024204,1747938025517,1747938025524,1313,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024206,1747938025525,1747938025532,1319,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024208,1747938025532,1747938025540,1324,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024210,1747938025541,1747938025548,1331,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024212,1747938025548,1747938025556,1336,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024214,1747938025557,1747938025558,1343,1,0,0
city4,192.168.1.11,192.168.1.6,1747938024217,1747938025558,1747938025559,1341,1,0,0
city4,192.168.1.11,192.168.1.6,1747938024219,1747938025559,1747938025561,1340,2,0,0
city4,192.168.1.11,192.168.1.6,1747938024221,1747938025562,1747938025563,1341,1,0,0
city4,192.168.1.11,192.168.1.6,1747938024223,1747938025563,1747938025564,1340,1,0,0
city4,192.168.1.11,192.168.1.6,1747938024225,1747938025564,1747938025565,1339,1,0,0
city4,192.168.1.11,192.168.1.6,1747938024227,1747938025565,1747938025567,1338,2,0,0
city4,192.168.1.11,192.168.1.6,1747938024229,1747938025567,1747938025569,1338,2,0,0
city4,192.168.1.11,192.168.1.6,1747938024232,1747938025569,1747938025570,1337,1,0,0
city4,192.168.1.11,192.168.1.6,1747938024234,1747938025571,1747938025572,1337,1,0,0
city4,192.168.1.11,192.168.1.6,1747938024236,1747938025572,1747938025574,1336,2,0,0
city4,192.168.1.11,192.168.1.6,1747938024238,1747938025574,1747938025576,1336,2,0,0
city4,192.168.1.11,192.168.1.6,1747938024240,1747938025576,1747938025577,1336,1,0,0
city4,192.168.1.11,192.168.1.6,1747938024242,1747938025577,1747938025579,1335,2,0,0
city4,192.168.1.11,192.168.1.6,1747938024244,1747938025580,1747938025581,1336,1,0,0
city4,192.168.1.11,192.168.1.6,1747938024246,1747938025582,1747938025583,1336,1,0,0
city4,192.168.1.11,192.168.1.6,1747938024249,1747938025583,1747938025585,1334,2,0,0
city4,192.168.1.11,192.168.1.6,1747938024251,1747938025585,1747938025587,1334,2,0,0
city4,192.168.1.11,192.168.1.6,1747938024253,1747938025587,1747938025589,1334,2,0,0
city4,192.168.1.11,192.168.1.6,1747938024255,1747938025589,1747938025591,1334,2,0,0
city4,192.168.1.11,192.168.1.6,1747938024257,1747938025591,1747938025592,1334,1,0,0
city4,192.168.1.11,192.168.1.6,1747938024259,1747938025592,1747938025594,1333,2,0,0
city4,192.168.1.11,192.168.1.6,1747938024261,1747938025595,1747938025596,1334,1,0,0
city4,192.168.1.11,192.168.1.6,1747938024263,1747938025597,1747938025598,1334,1,0,0
city4,192.168.1.11,192.168.1.6,1747938024599,1747938025598,1747938025606,999,8,157,0
city4,192.168.1.11,192.168.1.6,1747938024601,1747938025606,1747938025614,1005,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024603,1747938025614,1747938025620,1011,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024605,1747938025621,1747938025627,1016,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024608,1747938025627,1747938025635,1019,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024610,1747938025635,1747938025642,1025,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024612,1747938025642,1747938025649,1030,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024614,1747938025649,1747938025656,1035,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024616,1747938025656,1747938025663,1040,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024618,1747938025663,1747938025670,1045,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024620,1747938025671,1747938025677,1051,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024622,1747938025677,1747938025683,1055,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024624,1747938025684,1747938025690,1060,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024627,1747938025690,1747938025696,1063,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024629,1747938025697,1747938025703,1068,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024631,1747938025703,1747938025709,1072,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024633,1747938025710,1747938025715,1077,5,0,0
city4,192.168.1.11,192.168.1.6,1747938024635,1747938025716,1747938025721,1081,5,0,0
city4,192.168.1.11,192.168.1.6,1747938024637,1747938025722,1747938025728,1085,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024639,1747938025729,1747938025735,1090,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024642,1747938025736,1747938025742,1094,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024644,1747938025743,1747938025749,1099,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024646,1747938025749,1747938025755,1103,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024648,1747938025755,1747938025761,1107,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024650,1747938025762,1747938025769,1112,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024652,1747938025769,1747938025775,1117,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024654,1747938025776,1747938025781,1122,5,0,0
city4,192.168.1.11,192.168.1.6,1747938024656,1747938025782,1747938025787,1126,5,0,0
city4,192.168.1.11,192.168.1.6,1747938024658,1747938025788,1747938025794,1130,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024661,1747938025794,1747938025802,1133,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024663,1747938025802,1747938025809,1139,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024665,1747938025810,1747938025818,1145,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024667,1747938025818,1747938025825,1151,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024669,1747938025825,1747938025832,1156,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024671,1747938025832,1747938025840,1161,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024673,1747938025840,1747938025848,1167,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024675,1747938025848,1747938025856,1173,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024677,1747938025856,1747938025864,1179,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024680,1747938025864,1747938025871,1184,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024682,1747938025872,1747938025879,1190,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024684,1747938025879,1747938025887,1195,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024686,1747938025888,1747938025894,1202,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024688,1747938025894,1747938025901,1206,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024690,1747938025901,1747938025907,1211,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024692,1747938025907,1747938025915,1215,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024694,1747938025915,1747938025922,1221,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024697,1747938025922,1747938025928,1225,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024699,1747938025928,1747938025935,1229,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024701,1747938025936,1747938025942,1235,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024703,1747938025942,1747938025949,1239,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024705,1747938025949,1747938025956,1244,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024707,1747938025956,1747938025963,1249,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024709,1747938025963,1747938025969,1254,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024711,1747938025970,1747938025976,1259,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024713,1747938025977,1747938025983,1264,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024716,1747938025984,1747938025990,1268,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024718,1747938025991,1747938025998,1273,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024720,1747938025998,1747938026004,1278,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024722,1747938026005,1747938026011,1283,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024724,1747938026011,1747938026019,1287,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024726,1747938026019,1747938026025,1293,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024728,1747938026026,1747938026032,1298,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024730,1747938026032,1747938026039,1302,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024732,1747938026039,1747938026045,1307,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024735,1747938026046,1747938026052,1311,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024737,1747938026053,1747938026059,1316,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024739,1747938026060,1747938026066,1321,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024741,1747938026066,1747938026072,1325,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024743,1747938026073,1747938026080,1330,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024745,1747938026080,1747938026086,1335,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024747,1747938026086,1747938026093,1339,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024749,1747938026094,1747938026100,1345,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024751,1747938026100,1747938026106,1349,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024753,1747938026107,1747938026113,1354,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024756,1747938026113,1747938026120,1357,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024758,1747938026120,1747938026127,1362,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024760,1747938026127,1747938026134,1367,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024762,1747938026135,1747938026141,1373,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024764,1747938026142,1747938026149,1378,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024766,1747938026150,1747938026156,1384,6,0,0
city4,192.168.1.11,192.168.1.6,1747938024768,1747938026157,1747938026164,1389,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024770,1747938026164,1747938026171,1394,7,0,0
city4,192.168.1.11,192.168.1.6,1747938024772,1747938026171,1747938026179,1399,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024775,1747938026179,1747938026187,1404,8,0,0
city4,192.168.1.11,192.168.1.6,1747938024777,1747938026187,1747938026194,1410,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025011,1747938026195,1747938026201,1184,6,110,0
city4,192.168.1.11,192.168.1.6,1747938025013,1747938026201,1747938026207,1188,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025015,1747938026208,1747938026214,1193,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025018,1747938026215,1747938026221,1197,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025020,1747938026222,1747938026228,1202,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025022,1747938026229,1747938026236,1207,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025024,1747938026236,1747938026242,1212,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025026,1747938026243,1747938026249,1217,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025028,1747938026249,1747938026256,1221,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025030,1747938026257,1747938026263,1227,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025032,1747938026263,1747938026269,1231,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025034,1747938026270,1747938026277,1236,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025036,1747938026277,1747938026283,1241,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025038,1747938026284,1747938026290,1246,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025040,1747938026291,1747938026298,1251,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025043,1747938026298,1747938026304,1255,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025045,1747938026304,1747938026311,1259,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025047,1747938026311,1747938026318,1264,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025049,1747938026318,1747938026324,1269,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025051,1747938026325,1747938026332,1274,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025053,1747938026332,1747938026338,1279,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025055,1747938026338,1747938026345,1283,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025057,1747938026345,1747938026351,1288,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025059,1747938026352,1747938026358,1293,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025061,1747938026359,1747938026365,1298,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025064,1747938026366,1747938026373,1302,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025066,1747938026373,1747938026380,1307,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025068,1747938026381,1747938026388,1313,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025070,1747938026388,1747938026395,1318,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025072,1747938026395,1747938026402,1323,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025074,1747938026403,1747938026409,1329,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025076,1747938026410,1747938026417,1334,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025078,1747938026418,1747938026425,1340,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025080,1747938026425,1747938026432,1345,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025082,1747938026433,1747938026440,1351,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025085,1747938026440,1747938026447,1355,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025087,1747938026448,1747938026455,1361,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025089,1747938026456,1747938026463,1367,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025091,1747938026463,1747938026470,1372,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025093,1747938026470,1747938026478,1377,8,0,0
city4,192.168.1.11,192.168.1.6,1747938025095,1747938026478,1747938026486,1383,8,0,0
city4,192.168.1.11,192.168.1.6,1747938025097,1747938026486,Filtered,1389,0,0,1
city4,192.168.1.11,192.168.1.6,1747938025226,1747938026486,1747938026494,1260,8,60,0
city4,192.168.1.11,192.168.1.6,1747938025228,1747938026494,1747938026500,1266,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025230,1747938026501,1747938026507,1271,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025232,1747938026507,1747938026513,1275,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025234,1747938026514,1747938026520,1280,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025236,1747938026520,1747938026526,1284,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025238,1747938026527,1747938026533,1289,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025241,1747938026533,1747938026539,1292,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025243,1747938026539,1747938026545,1296,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025245,1747938026545,1747938026552,1300,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025247,1747938026552,1747938026559,1305,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025249,1747938026559,1747938026565,1310,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025251,1747938026566,1747938026571,1315,5,0,0
city4,192.168.1.11,192.168.1.6,1747938025253,1747938026572,1747938026578,1319,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025255,1747938026578,1747938026584,1323,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025257,1747938026584,1747938026591,1327,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025260,1747938026592,1747938026598,1332,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025262,1747938026598,1747938026604,1336,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025264,1747938026604,1747938026610,1340,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025266,1747938026610,1747938026616,1344,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025268,1747938026617,1747938026624,1349,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025270,1747938026624,1747938026631,1354,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025272,1747938026632,1747938026640,1360,8,0,0
city4,192.168.1.11,192.168.1.6,1747938025274,1747938026640,1747938026647,1366,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025276,1747938026647,1747938026654,1371,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025279,1747938026654,1747938026662,1375,8,0,0
city4,192.168.1.11,192.168.1.6,1747938025281,1747938026662,1747938026670,1381,8,0,0
city4,192.168.1.11,192.168.1.6,1747938025283,1747938026670,1747938026678,1387,8,0,0
city4,192.168.1.11,192.168.1.6,1747938025285,1747938026678,1747938026686,1393,8,0,0
city4,192.168.1.11,192.168.1.6,1747938025287,1747938026686,1747938026693,1399,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025289,1747938026693,1747938026700,1404,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025291,1747938026701,1747938026708,1410,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025293,1747938026709,1747938026715,1416,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025295,1747938026715,1747938026722,1420,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025297,1747938026722,1747938026728,1425,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025300,1747938026728,1747938026735,1428,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025302,1747938026736,1747938026742,1434,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025304,1747938026743,1747938026748,1439,5,0,0
city4,192.168.1.11,192.168.1.6,1747938025306,1747938026749,1747938026756,1443,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025308,1747938026756,1747938026762,1448,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025310,1747938026762,1747938026769,1452,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025312,1747938026769,1747938026776,1457,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025555,1747938026776,1747938026782,1221,6,114,0
city4,192.168.1.11,192.168.1.6,1747938025557,1747938026782,1747938026788,1225,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025560,1747938026788,1747938026794,1228,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025562,1747938026795,1747938026802,1233,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025564,1747938026802,1747938026808,1238,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025566,1747938026808,1747938026814,1242,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025568,1747938026814,1747938026820,1246,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025570,1747938026820,1747938026827,1250,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025572,1747938026827,1747938026834,1255,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025574,1747938026835,1747938026842,1261,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025577,1747938026842,1747938026850,1265,8,0,0
city4,192.168.1.11,192.168.1.6,1747938025579,1747938026850,1747938026857,1271,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025581,1747938026858,1747938026865,1277,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025583,1747938026865,1747938026872,1282,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025585,1747938026873,1747938026880,1288,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025587,1747938026880,1747938026888,1293,8,0,0
city4,192.168.1.11,192.168.1.6,1747938025589,1747938026888,1747938026896,1299,8,0,0
city4,192.168.1.11,192.168.1.6,1747938025592,1747938026896,1747938026903,1304,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025594,1747938026903,1747938026910,1309,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025596,1747938026911,1747938026918,1315,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025598,1747938026919,1747938026925,1321,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025600,1747938026926,1747938026932,1326,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025602,1747938026932,1747938026938,1330,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025604,1747938026938,1747938026945,1334,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025606,1747938026946,1747938026952,1340,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025608,1747938026953,1747938026958,1345,5,0,0
city4,192.168.1.11,192.168.1.6,1747938025611,1747938026959,1747938026966,1348,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025613,1747938026966,1747938026972,1353,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025615,1747938026973,1747938026979,1358,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025617,1747938026980,1747938026986,1363,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025619,1747938026986,1747938026993,1367,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025621,1747938026993,1747938026999,1372,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025623,1747938027000,1747938027006,1377,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025626,1747938027006,1747938027013,1380,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025628,1747938027014,1747938027020,1386,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025630,1747938027020,1747938027027,1390,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025632,1747938027028,1747938027033,1396,5,0,0
city4,192.168.1.11,192.168.1.6,1747938025634,1747938027034,1747938027040,1400,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025636,1747938027040,1747938027047,1404,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025638,1747938027048,1747938027054,1410,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025641,1747938027054,1747938027060,1413,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025643,1747938027060,1747938027067,1417,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025744,1747938027068,1747938027070,1324,2,46,0
city4,192.168.1.11,192.168.1.6,1747938025746,1747938027070,1747938027071,1324,1,0,0
city4,192.168.1.11,192.168.1.6,1747938025749,1747938027072,1747938027073,1323,1,0,0
city4,192.168.1.11,192.168.1.6,1747938025751,1747938027073,1747938027074,1322,1,0,0
city4,192.168.1.11,192.168.1.6,1747938025753,1747938027074,1747938027075,1321,1,0,0
city4,192.168.1.11,192.168.1.6,1747938025755,1747938027076,1747938027078,1321,2,0,0
city4,192.168.1.11,192.168.1.6,1747938025757,1747938027078,1747938027079,1321,1,0,0
city4,192.168.1.11,192.168.1.6,1747938025759,1747938027080,1747938027081,1321,1,0,0
city4,192.168.1.11,192.168.1.6,1747938025761,1747938027081,1747938027083,1320,2,0,0
city4,192.168.1.11,192.168.1.6,1747938025763,1747938027083,1747938027085,1320,2,0,0
city4,192.168.1.11,192.168.1.6,1747938025765,1747938027085,1747938027086,1320,1,0,0
city4,192.168.1.11,192.168.1.6,1747938025768,1747938027087,1747938027089,1319,2,0,0
city4,192.168.1.11,192.168.1.6,1747938025770,1747938027089,1747938027091,1319,2,0,0
city4,192.168.1.11,192.168.1.6,1747938025772,1747938027091,1747938027092,1319,1,0,0
city4,192.168.1.11,192.168.1.6,1747938025774,1747938027092,1747938027094,1318,2,0,0
city4,192.168.1.11,192.168.1.6,1747938025776,1747938027095,1747938027096,1319,1,0,0
city4,192.168.1.11,192.168.1.6,1747938025778,1747938027096,1747938027098,1318,2,0,0
city4,192.168.1.11,192.168.1.6,1747938025780,1747938027098,1747938027100,1318,2,0,0
city4,192.168.1.11,192.168.1.6,1747938025782,1747938027100,1747938027101,1318,1,0,0
city4,192.168.1.11,192.168.1.6,1747938025785,1747938027102,1747938027104,1317,2,0,0
city4,192.168.1.11,192.168.1.6,1747938025787,1747938027104,1747938027106,1317,2,0,0
city4,192.168.1.11,192.168.1.6,1747938025789,1747938027106,1747938027107,1317,1,0,0
city4,192.168.1.11,192.168.1.6,1747938025791,1747938027108,1747938027109,1317,1,0,0
city4,192.168.1.11,192.168.1.6,1747938025793,1747938027109,1747938027116,1316,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025795,1747938027117,1747938027124,1322,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025797,1747938027125,Filtered,1328,0,0,1
city4,192.168.1.11,192.168.1.6,1747938025800,1747938027125,Filtered,1325,0,0,1
city4,192.168.1.11,192.168.1.6,1747938025802,1747938027125,1747938027133,1323,8,0,0
city4,192.168.1.11,192.168.1.6,1747938025804,1747938027133,1747938027141,1329,8,0,0
city4,192.168.1.11,192.168.1.6,1747938025806,1747938027141,Filtered,1335,0,0,1
city4,192.168.1.11,192.168.1.6,1747938025808,1747938027142,1747938027149,1334,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025810,1747938027150,1747938027157,1340,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025812,1747938027157,1747938027164,1345,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025815,1747938027164,1747938027171,1349,7,0,0
city4,192.168.1.11,192.168.1.6,1747938025817,1747938027171,1747938027179,1354,8,0,0
city4,192.168.1.11,192.168.1.6,1747938025819,1747938027179,1747938027187,1360,8,0,0
city4,192.168.1.11,192.168.1.6,1747938025821,1747938027187,1747938027195,1366,8,0,0
city4,192.168.1.11,192.168.1.6,1747938025823,1747938027195,1747938027201,1372,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025825,1747938027202,1747938027208,1377,6,0,0
city4,192.168.1.11,192.168.1.6,1747938025827,1747938027209,1747938027216,1382,7,0,0
