Sender City,Receiving IP,Forwarding IP,Sender Timestamp,Receiver Timestamp,Forwarding Timestamp,Latency (ms),Processing Delay (ms),Dropped Packets,Filtered Packets
city3,192.168.1.7,192.168.1.6,1747938009906,1747938010054,1747938010055,148,1,0,0
city3,192.168.1.7,192.168.1.6,1747938009908,1747938010055,1747938010056,147,1,0,0
city3,192.168.1.7,192.168.1.6,1747938009910,1747938010056,1747938010058,146,2,0,0
city3,192.168.1.7,192.168.1.6,1747938009913,1747938010058,1747938010059,145,1,0,0
city3,192.168.1.7,192.168.1.6,1747938009915,1747938010059,1747938010060,144,1,0,0
city3,192.168.1.7,192.168.1.6,1747938009917,1747938010060,1747938010062,143,2,0,0
city3,192.168.1.7,192.168.1.6,1747938009919,1747938010062,1747938010063,143,1,0,0
city3,192.168.1.7,192.168.1.6,1747938009921,1747938010064,1747938010064,143,0,0,0
city3,192.168.1.7,192.168.1.6,1747938009923,1747938010065,1747938010065,142,0,0,0
city3,192.168.1.7,192.168.1.6,1747938009925,1747938010065,1747938010067,140,2,0,0
city3,192.168.1.7,192.168.1.6,1747938009927,1747938010067,1747938010068,140,1,0,0
city3,192.168.1.7,192.168.1.6,1747938009930,1747938010068,1747938010069,138,1,0,0
city3,192.168.1.7,192.168.1.6,1747938009932,1747938010069,1747938010070,137,1,0,0
city3,192.168.1.7,192.168.1.6,1747938009934,1747938010071,1747938010072,137,1,0,0
city3,192.168.1.7,192.168.1.6,1747938009936,1747938010072,1747938010073,136,1,0,0
city3,192.168.1.7,192.168.1.6,1747938009938,1747938010073,1747938010076,135,3,0,0
city3,192.168.1.7,192.168.1.6,1747938009940,1747938010076,1747938010078,136,2,0,0
city3,192.168.1.7,192.168.1.6,1747938009942,1747938010078,Filtered,136,0,0,1
city3,192.168.1.7,192.168.1.6,1747938009944,1747938010078,Filtered,134,0,0,1
city3,192.168.1.7,192.168.1.6,1747938009946,1747938010079,1747938010083,133,4,0,0
city3,192.168.1.7,192.168.1.6,1747938009949,1747938010083,1747938010088,134,5,0,0
city3,192.168.1.7,192.168.1.6,1747938009951,1747938010088,1747938010093,137,5,0,0
city3,192.168.1.7,192.168.1.6,1747938009953,1747938010094,1747938010098,141,4,0,0
city3,192.168.1.7,192.168.1.6,1747938009955,1747938010098,1747938010103,143,5,0,0
city3,192.168.1.7,192.168.1.6,1747938009957,1747938010103,1747938010108,146,5,0,0
city3,192.168.1.7,192.168.1.6,1747938009959,1747938010108,1747938010113,149,5,0,0
city3,192.168.1.7,192.168.1.6,1747938009961,1747938010113,1747938010117,152,4,0,0
city3,192.168.1.7,192.168.1.6,1747938009963,1747938010118,1747938010123,155,5,0,0
city3,192.168.1.7,192.168.1.6,1747938009966,1747938010123,1747938010128,157,5,0,0
city3,192.168.1.7,192.168.1.6,1747938009968,1747938010128,1747938010133,160,5,0,0
city3,192.168.1.7,192.168.1.6,1747938009970,1747938010133,1747938010138,163,5,0,0
city3,192.168.1.7,192.168.1.6,1747938009972,1747938010138,1747938010142,166,4,0,0
city3,192.168.1.7,192.168.1.6,1747938009974,1747938010143,1747938010147,169,4,0,0
city3,192.168.1.7,192.168.1.6,1747938009976,1747938010148,1747938010153,172,5,0,0
city3,192.168.1.7,192.168.1.6,1747938009978,1747938010153,1747938010159,175,6,0,0
city3,192.168.1.7,192.168.1.6,1747938009980,1747938010159,1747938010165,179,6,0,0
city3,192.168.1.7,192.168.1.6,1747938009983,1747938010165,1747938010170,182,5,0,0
city3,192.168.1.7,192.168.1.6,1747938009985,1747938010170,1747938010176,185,6,0,0
city3,192.168.1.7,192.168.1.6,1747938009987,1747938010176,1747938010181,189,5,0,0
city3,192.168.1.7,192.168.1.6,1747938009989,1747938010181,1747938010186,192,5,0,0
city3,192.168.1.7,192.168.1.6,1747938009991,1747938010186,1747938010191,195,5,0,0
city3,192.168.1.7,192.168.1.6,1747938009993,1747938010192,1747938010197,199,5,0,0
city3,192.168.1.7,192.168.1.6,1747938009995,1747938010197,1747938010202,202,5,0,0
city3,192.168.1.7,192.168.1.6,1747938009997,1747938010203,1747938010208,206,5,0,0
city3,192.168.1.7,192.168.1.6,1747938010000,1747938010208,1747938010214,208,6,0,0
city3,192.168.1.7,192.168.1.6,1747938010002,1747938010214,1747938010219,212,5,0,0
city3,192.168.1.7,192.168.1.6,1747938010004,1747938010220,1747938010225,216,5,0,0
city3,192.168.1.7,192.168.1.6,1747938010006,1747938010225,1747938010230,219,5,0,0
city3,192.168.1.7,192.168.1.6,1747938010008,1747938010230,1747938010235,222,5,0,0
city3,192.168.1.7,192.168.1.6,1747938010010,1747938010235,1747938010240,225,5,0,0
city3,192.168.1.7,192.168.1.6,1747938010012,1747938010241,1747938010246,229,5,0,0
city3,192.168.1.7,192.168.1.6,1747938010014,1747938010246,1747938010251,232,5,0,0
city3,192.168.1.7,192.168.1.6,1747938010016,1747938010252,1747938010257,236,5,0,0
city3,192.168.1.7,192.168.1.6,1747938010019,1747938010257,1747938010262,238,5,0,0
city3,192.168.1.7,192.168.1.6,1747938010021,1747938010263,1747938010268,242,5,0,0
city3,192.168.1.7,192.168.1.6,1747938010023,1747938010268,1747938010274,245,6,0,0
city3,192.168.1.7,192.168.1.6,1747938010025,1747938010274,1747938010278,249,4,0,0
city3,192.168.1.7,192.168.1.6,1747938010027,1747938010279,1747938010284,252,5,0,0
city3,192.168.1.7,192.168.1.6,1747938010029,1747938010285,1747938010290,256,5,0,0
city3,192.168.1.7,192.168.1.6,1747938010031,1747938010290,1747938010292,259,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010034,1747938010292,1747938010294,258,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010036,1747938010294,1747938010297,258,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010038,1747938010297,1747938010299,259,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010040,1747938010299,1747938010301,259,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010042,1747938010302,1747938010304,260,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010044,1747938010304,1747938010307,260,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010046,1747938010307,1747938010309,261,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010048,1747938010310,1747938010311,262,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010050,1747938010312,1747938010314,262,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010052,1747938010314,1747938010317,262,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010055,1747938010317,1747938010318,262,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010057,1747938010318,1747938010321,261,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010059,1747938010321,1747938010323,262,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010061,1747938010323,1747938010325,262,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010063,1747938010326,1747938010328,263,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010065,1747938010328,1747938010330,263,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010067,1747938010330,1747938010332,263,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010069,1747938010332,1747938010334,263,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010071,1747938010334,1747938010336,263,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010074,1747938010336,1747938010337,262,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010076,1747938010338,1747938010339,262,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010078,1747938010340,1747938010341,262,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010080,1747938010341,1747938010342,261,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010082,1747938010343,1747938010344,261,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010084,1747938010345,1747938010346,261,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010086,1747938010346,1747938010349,260,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010088,1747938010349,1747938010350,261,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010090,1747938010351,1747938010352,261,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010093,1747938010352,1747938010353,259,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010095,1747938010354,1747938010355,259,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010097,1747938010355,1747938010357,258,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010099,1747938010357,1747938010359,258,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010101,1747938010359,1747938010360,258,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010103,1747938010361,1747938010362,258,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010105,1747938010363,1747938010365,258,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010107,1747938010366,1747938010367,259,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010110,1747938010368,1747938010369,258,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010112,1747938010369,1747938010371,257,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010114,1747938010372,1747938010374,258,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010116,1747938010374,1747938010377,258,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010118,1747938010377,1747938010379,259,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010120,1747938010380,1747938010381,260,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010122,1747938010382,1747938010384,260,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010125,1747938010384,1747938010385,259,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010127,1747938010385,1747938010387,258,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010129,1747938010387,1747938010389,258,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010131,1747938010389,1747938010390,258,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010133,1747938010391,1747938010393,258,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010135,1747938010393,1747938010395,258,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010137,1747938010395,1747938010397,258,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010139,1747938010397,1747938010399,258,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010141,1747938010399,1747938010401,258,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010143,1747938010401,1747938010402,258,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010145,1747938010403,1747938010404,258,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010148,1747938010405,1747938010406,257,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010150,1747938010406,1747938010407,256,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010152,1747938010408,1747938010410,256,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010154,1747938010411,1747938010413,257,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010156,1747938010413,1747938010414,257,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010158,1747938010415,1747938010417,257,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010160,1747938010418,1747938010420,258,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010162,1747938010421,1747938010423,259,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010165,1747938010424,1747938010427,259,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010167,1747938010427,1747938010430,260,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010169,1747938010430,1747938010432,261,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010171,1747938010432,1747938010434,261,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010173,1747938010435,1747938010438,262,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010175,1747938010438,1747938010441,263,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010177,1747938010441,1747938010444,264,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010179,1747938010444,1747938010447,265,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010182,1747938010448,1747938010451,266,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010184,1747938010451,1747938010454,267,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010186,1747938010455,1747938010457,269,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010188,1747938010458,1747938010460,270,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010190,1747938010461,1747938010464,271,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010192,1747938010464,1747938010467,272,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010194,1747938010468,1747938010470,274,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010196,1747938010471,1747938010473,275,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010198,1747938010474,1747938010477,276,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010200,1747938010477,1747938010480,277,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010203,1747938010480,1747938010483,277,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010205,1747938010484,1747938010487,279,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010207,1747938010487,1747938010490,280,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010209,1747938010490,1747938010494,281,4,0,0
city3,192.168.1.7,192.168.1.6,1747938010211,1747938010494,1747938010496,283,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010213,1747938010497,1747938010500,284,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010215,1747938010500,1747938010503,285,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010217,1747938010504,1747938010507,287,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010219,1747938010507,1747938010510,288,3,0,0
city3,192.168.1.7,192.168.1.6,1747938010222,1747938010510,1747938010512,288,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010224,1747938010513,1747938010515,289,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010226,1747938010515,1747938010516,289,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010228,1747938010517,1747938010519,289,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010230,1747938010520,1747938010522,290,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010232,1747938010522,1747938010524,290,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010234,1747938010524,1747938010526,290,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010236,1747938010527,1747938010528,291,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010238,1747938010529,1747938010531,291,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010241,1747938010531,1747938010533,290,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010243,1747938010533,1747938010535,290,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010245,1747938010535,1747938010537,290,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010247,1747938010537,1747938010539,290,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010249,1747938010540,1747938010542,291,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010251,1747938010543,1747938010544,292,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010253,1747938010544,1747938010546,291,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010255,1747938010546,1747938010547,291,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010257,1747938010547,1747938010548,290,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010259,1747938010548,1747938010549,289,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010262,1747938010550,1747938010550,288,0,0,0
city3,192.168.1.7,192.168.1.6,1747938010264,1747938010551,1747938010551,287,0,0,0
city3,192.168.1.7,192.168.1.6,1747938010266,1747938010552,1747938010553,286,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010268,1747938010553,1747938010555,285,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010270,1747938010555,1747938010557,285,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010272,1747938010557,1747938010559,285,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010274,1747938010559,1747938010559,285,0,0,0
city3,192.168.1.7,192.168.1.6,1747938010276,1747938010560,1747938010560,284,0,0,0
city3,192.168.1.7,192.168.1.6,1747938010279,1747938010560,1747938010561,281,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010281,1747938010561,1747938010562,280,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010283,1747938010563,1747938010564,280,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010285,1747938010565,1747938010566,280,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010287,1747938010566,1747938010566,279,0,0,0
city3,192.168.1.7,192.168.1.6,1747938010289,1747938010567,1747938010568,278,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010291,1747938010569,1747938010570,278,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010294,1747938010570,1747938010571,276,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010296,1747938010571,1747938010572,275,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010298,1747938010572,1747938010574,274,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010300,1747938010574,1747938010575,274,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010302,1747938010575,1747938010576,273,1,0,0
city3,192.168.1.7,192.168.1.6,1747938010304,1747938010576,1747938010578,272,2,0,0
city3,192.168.1.7,192.168.1.6,1747938010306,1747938010578,1747938010579,272,1,0,0
